id,name,height,weight,base_experience,types,abilities,moves
881,arctozolt,23,1500,177,"electric, ice","slush-rush, static, volt-absorb","ancient-power, avalanche, blizzard, body-slam, bolt-beak, bulldoze, charge, discharge, echoed-voice, electro-ball, endure, facade, freeze-dry, giga-impact, hail, hydro-pump, hyper-beam, hyper-voice, ice-beam, ice-fang, icicle-crash, icicle-spear, icy-wind, iron-tail, low-kick, mega-kick, mega-punch, meteor-beam, payback, pluck, powder-snow, protect, rain-dance, rest, rising-voltage, rock-blast, rock-slide, rock-tomb, round, slam, sleep-talk, snore, stomping-tantrum, stone-edge, substitute, surf, taunt, thunder, thunder-fang, thunder-punch, thunder-shock, thunder-wave, thunderbolt, wild-charge"
882,dracovish,23,2150,177,"dragon, water","sand-rush, strong-jaw, water-absorb","ancient-power, bite, body-slam, brine, brutal-swing, bulldoze, crunch, dive, draco-meteor, dragon-breath, dragon-pulse, dragon-rush, earth-power, earthquake, endure, facade, fishious-rend, giga-impact, hydro-pump, hyper-beam, ice-fang, iron-head, leech-life, liquidation, low-kick, mega-kick, meteor-beam, outrage, protect, psychic-fangs, rain-dance, rest, rock-blast, rock-slide, rock-tomb, round, scald, sleep-talk, snore, stomp, stomping-tantrum, stone-edge, substitute, super-fang, surf, tackle, water-gun, waterfall, whirlpool, zen-headbutt"
883,arctovish,20,1750,177,"ice, water","ice-body, slush-rush, water-absorb","ancient-power, aurora-veil, avalanche, bite, blizzard, body-slam, brine, crunch, dive, endure, facade, fishious-rend, freeze-dry, giga-impact, hail, hydro-pump, hyper-beam, ice-beam, ice-fang, icicle-crash, icicle-spear, icy-wind, iron-defense, iron-head, liquidation, meteor-beam, powder-snow, protect, psychic-fangs, rain-dance, rest, rock-blast, rock-slide, rock-tomb, round, sleep-talk, snore, stone-edge, substitute, super-fang, surf, water-gun, waterfall, whirlpool, zen-headbutt"
884,duraludon,18,400,187,"dragon, steel","heavy-metal, light-metal, stalwart","attract, body-press, body-slam, breaking-swipe, brick-break, dark-pulse, double-edge, draco-meteor, dragon-cheer, dragon-claw, dragon-pulse, dragon-tail, endure, facade, flash-cannon, focus-energy, foul-play, giga-impact, gyro-ball, heavy-slam, hone-claws, hyper-beam, iron-defense, iron-head, laser-focus, leer, light-screen, metal-burst, metal-claw, metal-sound, mirror-coat, night-slash, outrage, protect, reflect, rest, roar, rock-slide, rock-smash, rock-tomb, round, scary-face, screech, slash, sleep-talk, snarl, snore, solar-beam, stealth-rock, steel-beam, steel-roller, stomping-tantrum, stone-edge, substitute, swords-dance, take-down, tera-blast, thunder, thunder-wave, thunderbolt"
885,dreepy,5,20,54,"dragon, ghost","clear-body, cursed-body, infiltrator","astonish, attract, baton-pass, bite, confuse-ray, curse, disable, double-team, draco-meteor, dragon-tail, endure, facade, grudge, helping-hand, infestation, protect, quick-attack, rest, round, sleep-talk, snore, substitute, sucker-punch, swift, tera-blast, thunder-wave"
886,drakloak,14,110,144,"dragon, ghost","clear-body, cursed-body, infiltrator","acrobatics, agility, ally-switch, assurance, astonish, attract, baton-pass, beat-up, bite, breaking-swipe, brine, curse, dive, double-edge, double-hit, draco-meteor, dragon-cheer, dragon-dance, dragon-pulse, dragon-rush, dragon-tail, endure, facade, fire-blast, flamethrower, helping-hand, hex, hydro-pump, infestation, last-resort, light-screen, lock-on, night-shade, outrage, phantom-force, pounce, protect, psychic-fangs, quick-attack, reflect, rest, round, scald, shadow-ball, sleep-talk, snore, steel-wing, substitute, sunny-day, surf, swift, take-down, tera-blast, thief, thunder, thunder-wave, thunderbolt, u-turn, will-o-wisp"
887,dragapult,30,500,300,"dragon, ghost","clear-body, cursed-body, infiltrator","acrobatics, agility, ally-switch, assurance, astonish, attract, baton-pass, beat-up, bite, body-slam, breaking-swipe, brine, curse, dive, double-edge, double-hit, draco-meteor, dragon-breath, dragon-cheer, dragon-claw, dragon-dance, dragon-darts, dragon-pulse, dragon-rush, dragon-tail, endure, facade, fire-blast, flamethrower, fly, giga-impact, helping-hand, hex, hydro-pump, hyper-beam, infestation, last-resort, light-screen, lock-on, night-shade, outrage, phantom-force, pounce, protect, psychic-fangs, quick-attack, reflect, rest, round, scald, shadow-ball, sleep-talk, snore, solar-beam, steel-wing, substitute, sucker-punch, sunny-day, surf, swift, take-down, tera-blast, thief, thunder, thunder-wave, thunderbolt, tri-attack, u-turn, will-o-wisp"
888,zacian,28,1100,335,fairy,intrepid-sword,"agility, air-slash, assurance, bite, body-slam, brick-break, brutal-swing, close-combat, crunch, dazzling-gleam, dig, endure, facade, false-swipe, fire-fang, flash-cannon, focus-blast, focus-energy, giga-impact, helping-hand, howl, hyper-beam, hyper-voice, ice-fang, imprison, iron-defense, iron-head, iron-tail, laser-focus, metal-claw, misty-terrain, moonblast, noble-roar, play-rough, poison-jab, protect, psychic-fangs, psycho-cut, quick-attack, quick-guard, rest, retaliate, revenge, reversal, round, sacred-sword, scary-face, slash, sleep-talk, snarl, snore, solar-blade, steel-beam, substitute, swift, swords-dance, tail-slap, take-down, tera-blast, thunder-fang, trailblaze, wild-charge, work-up"
889,zamazenta,29,2100,335,fighting,dauntless-shield,"agility, bite, body-press, body-slam, brick-break, close-combat, coaching, crunch, dazzling-gleam, dig, endure, facade, fire-fang, flash-cannon, focus-blast, focus-energy, giga-impact, guard-swap, heavy-slam, helping-hand, howl, hyper-beam, hyper-voice, ice-fang, imprison, iron-defense, iron-head, iron-tail, laser-focus, light-screen, metal-burst, metal-claw, moonblast, payback, play-rough, power-swap, protect, psychic-fangs, quick-attack, rain-dance, reflect, rest, retaliate, revenge, reversal, roar, round, safeguard, sandstorm, scary-face, slash, sleep-talk, snarl, snore, solar-beam, steel-beam, stone-edge, substitute, sunny-day, swift, tail-slap, take-down, tera-blast, thunder-fang, trailblaze, wide-guard, wild-charge, work-up"
890,eternatus,200,9500,345,"dragon, poison",pressure,"agility, assurance, body-slam, brutal-swing, confuse-ray, cosmic-power, cross-poison, draco-meteor, dragon-dance, dragon-pulse, dragon-tail, dynamax-cannon, endure, eternabeam, facade, fire-blast, fire-spin, flamethrower, flash-cannon, fly, giga-impact, gravity, gunk-shot, hyper-beam, light-screen, meteor-beam, mystical-fire, outrage, payback, poison-jab, poison-tail, protect, rain-dance, recover, reflect, rest, round, scary-face, screech, shadow-ball, sleep-talk, sludge-bomb, sludge-wave, snore, solar-beam, substitute, sunny-day, take-down, tera-blast, toxic, toxic-spikes, venom-drench, venoshock"
891,kubfu,6,120,77,fighting,inner-focus,"acrobatics, aerial-ace, attract, body-slam, brick-break, bulk-up, close-combat, coaching, counter, detect, dig, double-edge, dynamic-punch, endure, facade, fire-punch, fling, focus-energy, focus-punch, headbutt, helping-hand, ice-punch, iron-head, leer, low-kick, low-sweep, mega-kick, mega-punch, metal-claw, protect, rest, retaliate, revenge, reversal, rock-smash, round, scary-face, sleep-talk, snore, substitute, superpower, swords-dance, take-down, tera-blast, thunder-punch, u-turn, work-up, zen-headbutt"
892,urshifu-single-strike,19,1050,275,"dark, fighting",unseen-fist,"acrobatics, aerial-ace, assurance, attract, aura-sphere, beat-up, body-press, body-slam, brick-break, bulk-up, close-combat, coaching, counter, crunch, dark-pulse, darkest-lariat, detect, dig, double-edge, drain-punch, dynamic-punch, endure, facade, false-swipe, fire-punch, fling, focus-blast, focus-energy, focus-punch, foul-play, giga-impact, headbutt, helping-hand, ice-punch, iron-defense, iron-head, lash-out, leer, low-kick, low-sweep, mega-kick, mega-punch, metal-claw, payback, poison-jab, protect, rest, retaliate, revenge, reversal, roar, rock-slide, rock-smash, rock-tomb, round, scary-face, sleep-talk, snarl, snore, stone-edge, substitute, sucker-punch, superpower, swift, swords-dance, take-down, taunt, tera-blast, throat-chop, thunder-punch, trailblaze, u-turn, wicked-blow, work-up, zen-headbutt"
893,zarude,18,700,300,"dark, grass",leaf-guard,"acrobatics, aerial-ace, assurance, bind, bite, body-slam, brick-break, brutal-swing, bulk-up, bullet-seed, close-combat, crunch, dark-pulse, darkest-lariat, dig, double-edge, drain-punch, encore, endure, energy-ball, facade, fling, focus-punch, fury-swipes, giga-drain, giga-impact, grass-knot, grassy-glide, grassy-terrain, growth, hammer-arm, helping-hand, hyper-beam, hyper-voice, iron-tail, jungle-healing, knock-off, lash-out, leaf-storm, leer, low-kick, low-sweep, magical-leaf, mega-kick, mega-punch, mud-shot, nasty-plot, payback, petal-blizzard, power-whip, protect, rest, revenge, roar, rock-slide, rock-tomb, round, scary-face, scratch, seed-bomb, sleep-talk, snarl, snore, solar-beam, solar-blade, stomping-tantrum, substitute, sunny-day, superpower, swagger, swift, swords-dance, synthesis, take-down, taunt, tera-blast, thief, thrash, throat-chop, trailblaze, u-turn, vine-whip"
894,regieleki,12,1450,290,electric,transistor,"acrobatics, agility, ancient-power, assurance, body-slam, bounce, charge, charge-beam, eerie-impulse, electric-terrain, electro-ball, electroweb, endure, explosion, extreme-speed, facade, giga-impact, hyper-beam, light-screen, lock-on, magnet-rise, protect, rain-dance, rapid-spin, reflect, rest, rising-voltage, round, screech, self-destruct, shock-wave, sleep-talk, snore, substitute, supercell-slam, swift, take-down, tera-blast, thrash, thunder, thunder-cage, thunder-shock, thunder-wave, thunderbolt, volt-switch, wild-charge, zap-cannon"
895,regidrago,21,2000,290,dragon,dragons-maw,"ancient-power, bite, body-slam, breaking-swipe, crunch, draco-meteor, dragon-breath, dragon-cheer, dragon-claw, dragon-dance, dragon-energy, dragon-pulse, earth-power, earthquake, endure, explosion, facade, fire-fang, focus-energy, giga-impact, hammer-arm, hyper-beam, ice-fang, laser-focus, light-screen, outrage, protect, reflect, rest, reversal, round, scale-shot, self-destruct, sleep-talk, snore, substitute, swift, take-down, tera-blast, thrash, thunder-fang, twister, vice-grip"
896,glastrier,22,8000,290,ice,chilling-neigh,"assurance, avalanche, blizzard, body-press, body-slam, bulldoze, close-combat, crunch, curse, double-edge, double-kick, endure, facade, giga-impact, hail, heavy-slam, high-horsepower, hyper-beam, ice-beam, icicle-crash, icicle-spear, icy-wind, iron-defense, lash-out, megahorn, mist, mud-shot, outrage, payback, protect, rest, roar, round, scary-face, sleep-talk, smart-strike, snarl, snore, snowscape, stomp, stomping-tantrum, substitute, superpower, swords-dance, tackle, tail-whip, take-down, taunt, tera-blast, thrash, throat-chop, torment, trailblaze, uproar, zen-headbutt"
897,spectrier,20,445,290,ghost,grim-neigh,"agility, assurance, body-slam, bulldoze, calm-mind, confuse-ray, crunch, curse, dark-pulse, disable, double-edge, double-kick, draining-kiss, endure, facade, foul-play, giga-impact, haze, hex, hyper-beam, lash-out, mud-shot, nasty-plot, night-shade, pain-split, payback, phantom-force, poltergeist, protect, psychic, psycho-cut, rest, round, scary-face, shadow-ball, sleep-talk, snarl, snore, stomp, stomping-tantrum, substitute, swift, tackle, tail-whip, take-down, taunt, tera-blast, thrash, uproar, will-o-wisp"
898,calyrex,11,77,250,"grass, psychic",unnerve,"agility, ally-switch, aromatherapy, baton-pass, body-press, bullet-seed, calm-mind, confusion, draining-kiss, encore, endure, energy-ball, expanding-force, facade, future-sight, giga-drain, giga-impact, grass-knot, grassy-terrain, gravity, growth, guard-swap, heal-pulse, helping-hand, hyper-beam, imprison, leaf-storm, leech-seed, life-dew, light-screen, magic-room, magical-leaf, mega-drain, metronome, mud-shot, pay-day, pollen-puff, pound, power-swap, protect, psybeam, psych-up, psychic, psychic-terrain, psyshock, reflect, rest, round, safeguard, scary-face, seed-bomb, skill-swap, sleep-talk, snarl, snore, solar-beam, solar-blade, speed-swap, stored-power, substitute, sunny-day, swift, take-down, tera-blast, tri-attack, trick, trick-room, wonder-room, zen-headbutt"
899,wyrdeer,18,951,263,"normal, psychic","frisk, intimidate, sap-sipper","agility, astonish, body-slam, bulldoze, calm-mind, charge-beam, confuse-ray, confusion, curse, dig, double-edge, earth-power, earthquake, endure, energy-ball, expanding-force, extrasensory, facade, future-sight, giga-impact, gravity, helping-hand, high-horsepower, hyper-beam, hypnosis, imprison, leer, light-screen, lunge, megahorn, protect, psybeam, psych-up, psychic, psychic-noise, psyshield-bash, psyshock, rain-dance, reflect, rest, roar, role-play, sand-attack, scary-face, shadow-ball, skill-swap, sleep-talk, solar-beam, spite, stomp, stored-power, substitute, sunny-day, swift, tackle, take-down, tera-blast, thief, throat-chop, thunder, thunder-wave, thunderbolt, trailblaze, trick, trick-room, uproar, wild-charge, zen-headbutt"
900,kleavor,18,890,175,"bug, rock","sharpness, sheer-force, swarm","acrobatics, aerial-ace, agility, air-cutter, air-slash, baton-pass, brick-break, bug-bite, bug-buzz, close-combat, double-edge, double-hit, double-team, dual-wingbeat, endure, facade, false-swipe, focus-energy, fury-cutter, giga-impact, helping-hand, hyper-beam, leer, light-screen, lunge, pounce, protect, quick-attack, rest, reversal, rock-blast, rock-slide, rock-tomb, sandstorm, scary-face, silver-wind, skitter-smack, slash, sleep-talk, smack-down, stealth-rock, stone-axe, stone-edge, struggle-bug, substitute, sunny-day, swift, swords-dance, tailwind, take-down, tera-blast, thief, trailblaze, u-turn, vacuum-wave, x-scissor"
901,ursaluna,24,2900,275,"ground, normal","bulletproof, guts, unnerve","aerial-ace, avalanche, baby-doll-eyes, body-press, body-slam, brick-break, bulk-up, bulldoze, charm, close-combat, covet, crunch, curse, dig, double-edge, drain-punch, earth-power, earthquake, endure, facade, fake-tears, fire-punch, fling, focus-punch, fury-swipes, giga-impact, gunk-shot, hammer-arm, hard-press, headlong-rush, heavy-slam, helping-hand, high-horsepower, hyper-beam, hyper-voice, ice-punch, leer, lick, low-kick, metal-claw, metronome, payback, play-nice, play-rough, protect, rain-dance, rest, roar, rock-slide, rock-tomb, scary-face, scratch, seed-bomb, shadow-claw, slash, sleep-talk, smack-down, snore, stomping-tantrum, stone-edge, substitute, sunny-day, supercell-slam, sweet-scent, swift, swords-dance, tackle, take-down, taunt, tera-blast, thief, thrash, throat-chop, thunder-punch, trailblaze, uproar, vacuum-wave"
902,basculegion-male,30,1100,265,"ghost, water","adaptability, mold-breaker, swift-swim","agility, aqua-jet, bite, blizzard, chilling-water, confuse-ray, crunch, double-edge, endeavor, facade, flail, flip-turn, giga-impact, head-smash, headbutt, hex, hydro-pump, hyper-beam, ice-beam, ice-fang, icy-wind, last-respects, liquidation, mud-shot, muddy-water, night-shade, outrage, pain-split, phantom-force, protect, psychic-fangs, rain-dance, rest, scale-shot, scary-face, shadow-ball, sleep-talk, snowscape, soak, spite, substitute, surf, tackle, tail-whip, take-down, tera-blast, thrash, uproar, water-gun, water-pulse, waterfall, wave-crash, whirlpool, zen-headbutt"
903,sneasler,13,430,102,"fighting, poison","poison-touch, pressure, unburden","acid-spray, acrobatics, aerial-ace, agility, brick-break, bulk-up, calm-mind, close-combat, coaching, dig, dire-claw, endure, facade, false-swipe, fire-punch, fling, focus-blast, focus-punch, giga-impact, grass-knot, gunk-shot, hone-claws, hyper-beam, lash-out, leer, low-kick, low-sweep, metal-claw, nasty-plot, poison-jab, poison-tail, protect, quick-attack, rain-dance, rest, reversal, rock-slide, rock-smash, rock-tomb, scratch, screech, shadow-ball, shadow-claw, slash, sleep-talk, sludge-bomb, sludge-wave, spite, substitute, sunny-day, swift, swords-dance, take-down, taunt, tera-blast, thief, throat-chop, toxic, toxic-spikes, trailblaze, u-turn, upper-hand, vacuum-wave, venoshock, x-scissor"
904,overqwil,25,605,179,"dark, poison","intimidate, poison-point, swift-swim","acupressure, agility, aqua-tail, barb-barrage, bite, blizzard, brine, chilling-water, crunch, curse, dark-pulse, destiny-bond, double-edge, endure, facade, fell-stinger, giga-impact, gunk-shot, gyro-ball, harden, haze, hydro-pump, hyper-beam, ice-beam, icy-wind, lash-out, liquidation, minimize, mud-shot, pain-split, pin-missile, poison-jab, poison-sting, poison-tail, protect, rain-dance, rest, reversal, scale-shot, scary-face, self-destruct, shadow-ball, sleep-talk, sludge-bomb, sludge-wave, smart-strike, spikes, spit-up, spite, stockpile, substitute, surf, swords-dance, tackle, take-down, taunt, tera-blast, throat-chop, toxic, toxic-spikes, venoshock, water-pulse, waterfall"
905,enamorus-incarnate,16,480,116,"fairy, flying","contrary, cute-charm","agility, alluring-voice, astonish, bite, body-slam, calm-mind, crunch, dazzling-gleam, disarming-voice, draining-kiss, earth-power, endure, extrasensory, facade, fairy-wind, flatter, fly, focus-blast, giga-impact, grass-knot, grassy-terrain, healing-wish, hyper-beam, imprison, iron-defense, iron-head, misty-explosion, misty-terrain, moonblast, mystical-fire, outrage, play-rough, protect, psych-up, psychic, rain-dance, rest, scary-face, sleep-talk, sludge-bomb, springtide-storm, substitute, sunny-day, superpower, tackle, tailwind, take-down, taunt, tera-blast, torment, twister, uproar, weather-ball, zen-headbutt"
906,sprigatito,4,41,62,grass,"overgrow, protean","acrobatics, agility, ally-switch, bite, bullet-seed, charm, copycat, disarming-voice, endure, energy-ball, facade, fake-tears, giga-drain, grass-knot, grass-pledge, grassy-glide, grassy-terrain, helping-hand, hone-claws, leaf-storm, leafage, leech-seed, magical-leaf, mud-slap, nasty-plot, petal-blizzard, play-rough, protect, quick-attack, rest, scratch, seed-bomb, shadow-claw, slash, sleep-talk, solar-beam, substitute, sucker-punch, swift, tail-whip, take-down, taunt, tera-blast, trailblaze, u-turn, worry-seed"
907,floragato,9,122,144,grass,"overgrow, protean","acrobatics, aerial-ace, agility, bite, bullet-seed, charm, disarming-voice, endure, energy-ball, facade, fake-tears, fling, giga-drain, grass-knot, grass-pledge, grassy-glide, grassy-terrain, helping-hand, hone-claws, leaf-storm, leafage, low-kick, low-sweep, magical-leaf, mud-slap, nasty-plot, petal-blizzard, play-rough, protect, quick-attack, rest, scratch, seed-bomb, shadow-claw, slash, sleep-talk, solar-beam, substitute, swift, tail-whip, take-down, taunt, tera-blast, thunder-punch, trailblaze, u-turn, worry-seed"
908,meowscarada,15,312,265,"dark, grass","overgrow, protean","acrobatics, aerial-ace, agility, aura-sphere, bite, brick-break, bullet-seed, charm, chilling-water, dark-pulse, disarming-voice, double-team, endure, energy-ball, facade, fake-tears, fling, flower-trick, foul-play, frenzy-plant, giga-drain, giga-impact, grass-knot, grass-pledge, grassy-glide, grassy-terrain, helping-hand, hone-claws, hyper-beam, knock-off, lash-out, leaf-storm, leafage, low-kick, low-sweep, magical-leaf, mud-slap, nasty-plot, night-slash, petal-blizzard, play-rough, pollen-puff, power-gem, protect, psych-up, quick-attack, rest, scratch, seed-bomb, shadow-ball, shadow-claw, skill-swap, slash, sleep-talk, solar-beam, spikes, substitute, swift, tail-whip, take-down, taunt, tera-blast, thief, throat-chop, thunder-punch, toxic-spikes, trailblaze, trick, trick-room, triple-axel, u-turn, worry-seed"
909,fuecoco,4,98,62,fire,"blaze, unaware","belch, bite, body-slam, crunch, curse, dig, disarming-voice, ember, encore, endure, facade, fire-blast, fire-fang, fire-pledge, fire-spin, flame-charge, flamethrower, flare-blitz, heat-wave, helping-hand, hyper-voice, incinerate, leer, mud-slap, outrage, overheat, protect, rest, roar, round, seed-bomb, slack-off, sleep-talk, snarl, stomping-tantrum, substitute, sunny-day, tackle, take-down, temper-flare, tera-blast, thunder-fang, will-o-wisp, yawn, zen-headbutt"
910,crocalor,10,307,144,fire,"blaze, unaware","bite, body-slam, crunch, curse, dig, disarming-voice, ember, endure, facade, fire-blast, fire-fang, fire-pledge, fire-spin, flame-charge, flamethrower, flare-blitz, heat-wave, helping-hand, hyper-voice, incinerate, leer, lick, mud-slap, outrage, overheat, protect, rest, roar, round, seed-bomb, sleep-talk, snarl, stomping-tantrum, substitute, sunny-day, tackle, take-down, temper-flare, tera-blast, thunder-fang, will-o-wisp, yawn, zen-headbutt"
911,skeledirge,16,3265,265,"fire, ghost","blaze, unaware","alluring-voice, bite, blast-burn, body-slam, crunch, curse, dig, disarming-voice, earth-power, earthquake, ember, encore, endure, facade, fire-blast, fire-fang, fire-pledge, fire-spin, flame-charge, flamethrower, flare-blitz, giga-impact, heat-crash, heat-wave, helping-hand, hex, hyper-beam, hyper-voice, imprison, incinerate, leer, lick, mud-slap, night-shade, outrage, overheat, poltergeist, protect, rest, roar, round, scary-face, scorching-sands, seed-bomb, shadow-ball, shadow-claw, sing, sleep-talk, snarl, solar-beam, stomping-tantrum, substitute, sunny-day, tackle, take-down, temper-flare, tera-blast, thunder-fang, torch-song, will-o-wisp, zen-headbutt"
912,quaxly,5,61,62,water,"moxie, torrent","acrobatics, aerial-ace, air-cutter, air-slash, aqua-cutter, aqua-jet, baton-pass, brave-bird, chilling-water, detect, disarming-voice, double-hit, encore, endure, facade, focus-energy, growl, helping-hand, hydro-pump, last-resort, liquidation, low-kick, misty-terrain, pound, protect, psych-up, rain-dance, rapid-spin, rest, roost, surf, swift, take-down, tera-blast, water-gun, water-pledge, whirlpool, wing-attack, work-up"
913,quaxwell,12,215,144,water,"moxie, torrent","acrobatics, aerial-ace, air-cutter, air-slash, aqua-cutter, aqua-jet, baton-pass, brave-bird, chilling-water, disarming-voice, double-hit, encore, endure, facade, feather-dance, flip-turn, focus-energy, growl, helping-hand, hydro-pump, liquidation, low-kick, low-sweep, misty-terrain, pound, protect, psych-up, rain-dance, rest, surf, swift, take-down, tera-blast, triple-axel, water-gun, water-pledge, water-pulse, whirlpool, wing-attack, work-up"
914,quaquaval,18,619,265,"fighting, water","moxie, torrent","acrobatics, aerial-ace, agility, air-cutter, air-slash, aqua-cutter, aqua-jet, aqua-step, baton-pass, brave-bird, brick-break, bulk-up, chilling-water, close-combat, coaching, counter, disarming-voice, double-hit, encore, endeavor, endure, facade, feather-dance, fling, flip-turn, focus-energy, giga-impact, growl, helping-hand, hurricane, hydro-cannon, hydro-pump, hyper-beam, ice-spinner, icy-wind, knock-off, liquidation, low-kick, low-sweep, mega-kick, misty-terrain, pound, protect, psych-up, rain-dance, rest, reversal, sleep-talk, substitute, surf, swift, swords-dance, take-down, taunt, tera-blast, triple-axel, u-turn, upper-hand, water-gun, water-pledge, water-pulse, wave-crash, whirlpool, wing-attack, work-up"
915,lechonk,5,102,51,normal,"aroma-veil, gluttony, thick-fat","body-slam, bulldoze, bullet-seed, chilling-water, covet, curse, dig, disarming-voice, double-edge, echoed-voice, endeavor, endure, facade, headbutt, helping-hand, hyper-voice, iron-head, mud-shot, mud-slap, play-rough, protect, rain-dance, rest, seed-bomb, sleep-talk, spit-up, stockpile, stuff-cheeks, substitute, sunny-day, super-fang, swallow, tackle, tail-whip, take-down, tera-blast, thief, trailblaze, uproar, work-up, yawn, zen-headbutt"
916,oinkologne-male,10,1200,171,normal,"gluttony, lingering-aroma, thick-fat","belch, body-press, body-slam, bulldoze, bullet-seed, chilling-water, covet, curse, dig, disarming-voice, double-edge, earth-power, echoed-voice, endeavor, endure, energy-ball, facade, giga-impact, headbutt, helping-hand, high-horsepower, hyper-beam, hyper-voice, iron-head, lash-out, mud-shot, mud-slap, play-rough, protect, rain-dance, rest, seed-bomb, sleep-talk, stomping-tantrum, substitute, sunny-day, super-fang, tackle, tail-whip, take-down, tera-blast, thief, trailblaze, uproar, work-up, yawn, zen-headbutt"
917,tarountula,3,40,42,bug,"insomnia, stakeout","assurance, block, body-slam, bug-bite, bug-buzz, bullet-seed, circle-throw, counter, endure, facade, false-swipe, feint, first-impression, gastro-acid, giga-drain, grass-knot, headbutt, knock-off, leech-life, lunge, memento, poison-jab, pounce, protect, rain-dance, rest, shadow-claw, skitter-smack, sleep-talk, spikes, sticky-web, string-shot, struggle-bug, substitute, sucker-punch, sunny-day, tackle, take-down, tera-blast, thief, throat-chop, toxic-spikes, trailblaze, x-scissor"
918,spidops,10,165,141,bug,"insomnia, stakeout","aerial-ace, assurance, block, body-slam, brick-break, bug-bite, bug-buzz, bullet-seed, circle-throw, counter, electroweb, endure, facade, false-swipe, feint, fling, gastro-acid, giga-drain, giga-impact, grass-knot, headbutt, knock-off, leech-life, low-kick, lunge, pain-split, poison-jab, pounce, protect, rain-dance, rest, reversal, rock-tomb, scary-face, shadow-claw, silk-trap, skitter-smack, sleep-talk, spikes, sticky-web, string-shot, struggle-bug, substitute, sunny-day, tackle, take-down, taunt, tera-blast, thief, throat-chop, toxic-spikes, trailblaze, u-turn, upper-hand, x-scissor"
919,nymble,2,10,42,bug,"swarm, tinted-lens","agility, assurance, astonish, bug-bite, bug-buzz, counter, double-kick, endure, facade, feint, first-impression, leech-life, leer, pounce, protect, rain-dance, rest, screech, skitter-smack, sleep-talk, struggle-bug, substitute, sucker-punch, sunny-day, tackle, take-down, tera-blast, thief, trailblaze, u-turn, x-scissor"
920,lokix,10,175,158,"bug, dark","swarm, tinted-lens","aerial-ace, agility, assurance, astonish, axe-kick, bounce, brick-break, bug-bite, bug-buzz, dark-pulse, detect, double-edge, double-kick, endure, facade, feint, first-impression, fling, giga-impact, knock-off, lash-out, leech-life, leer, low-kick, low-sweep, lunge, pounce, protect, rain-dance, rest, reversal, scary-face, screech, skitter-smack, sleep-talk, spite, struggle-bug, substitute, sucker-punch, sunny-day, swords-dance, tackle, take-down, taunt, tera-blast, thief, throat-chop, trailblaze, u-turn, x-scissor"
921,pawmi,3,25,48,electric,"iron-fist, natural-cure, static","agility, baton-pass, bite, charge, charge-beam, charm, crunch, dig, discharge, eerie-impulse, electric-terrain, electro-ball, electroweb, encore, endure, entrainment, facade, fake-out, fling, growl, helping-hand, mach-punch, metal-claw, nuzzle, play-rough, protect, quick-attack, rain-dance, rest, scratch, slam, sleep-talk, spark, substitute, sunny-day, super-fang, sweet-kiss, swift, take-down, tera-blast, thief, thunder, thunder-fang, thunder-shock, thunder-wave, thunderbolt, volt-switch, wild-charge, wish"
922,pawmo,4,65,123,"electric, fighting","iron-fist, natural-cure, volt-absorb","agility, arm-thrust, baton-pass, bite, charge, charge-beam, charm, coaching, crunch, dig, discharge, eerie-impulse, electric-terrain, electro-ball, electroweb, encore, endure, entrainment, facade, fling, focus-punch, growl, helping-hand, knock-off, low-kick, low-sweep, metal-claw, nuzzle, play-rough, protect, quick-attack, rain-dance, rest, scratch, slam, sleep-talk, spark, substitute, sunny-day, super-fang, swift, take-down, tera-blast, thief, thunder, thunder-fang, thunder-punch, thunder-shock, thunder-wave, thunderbolt, upper-hand, volt-switch, wild-charge"
923,pawmot,9,410,245,"electric, fighting","iron-fist, natural-cure, volt-absorb","agility, arm-thrust, baton-pass, bite, body-press, brick-break, bulk-up, charge, charge-beam, charm, close-combat, coaching, crunch, dig, discharge, double-edge, double-shock, eerie-impulse, electric-terrain, electro-ball, electroweb, encore, endure, entrainment, facade, fire-punch, fling, focus-blast, focus-punch, giga-impact, grass-knot, growl, helping-hand, hyper-beam, ice-punch, knock-off, low-kick, low-sweep, metal-claw, metronome, nuzzle, play-rough, protect, quick-attack, rain-dance, rest, revival-blessing, rock-tomb, scratch, seed-bomb, slam, sleep-talk, spark, substitute, sunny-day, super-fang, supercell-slam, swift, take-down, tera-blast, thief, throat-chop, thunder, thunder-fang, thunder-punch, thunder-shock, thunder-wave, thunderbolt, upper-hand, volt-switch, wild-charge"
924,tandemaus,3,18,61,normal,"own-tempo, pickup, run-away","aerial-ace, after-you, agility, baby-doll-eyes, baton-pass, beat-up, bite, bullet-seed, charm, copycat, crunch, dig, double-edge, double-hit, echoed-voice, encore, endure, facade, fake-tears, feint, grass-knot, helping-hand, hyper-voice, low-kick, low-sweep, mud-shot, mud-slap, play-rough, population-bomb, pound, protect, rain-dance, rest, seed-bomb, shadow-claw, sleep-talk, substitute, sunny-day, super-fang, swift, switcheroo, take-down, taunt, tera-blast, thief, thunder-wave, tickle, u-turn, water-pulse"
